Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-02-20 12:00:00+00:00,97300.421875,97334.9609375,97204.3125,97204.3125,0
2025-02-20 12:05:00+00:00,97417.890625,97417.890625,97312.1796875,97312.1796875,216979456
2025-02-20 12:10:00+00:00,97453.9140625,97453.9140625,97418.8984375,97418.8984375,0
2025-02-20 12:15:00+00:00,97437.1015625,97450.9453125,97429.0546875,97450.9453125,66807808
2025-02-20 12:20:00+00:00,97478.5234375,97478.5234375,97447.8828125,97447.8828125,726370304
2025-02-20 12:25:00+00:00,97432.8984375,97476.015625,97428.1484375,97476.015625,86898688
2025-02-20 12:30:00+00:00,97508.59375,97508.59375,97433.078125,97435.796875,61265920
2025-02-20 12:35:00+00:00,97506.859375,97506.859375,97479.6171875,97479.6171875,30541824
2025-02-20 12:40:00+00:00,97524.125,97539.109375,97524.125,97525.2265625,0
2025-02-20 12:45:00+00:00,97469.859375,97500.2734375,97469.859375,97500.2734375,803694592
2025-02-20 12:50:00+00:00,97432.6953125,97477.171875,97432.6953125,97477.171875,0
2025-02-20 12:55:00+00:00,97430.5078125,97432.6953125,97395.046875,97432.6953125,75730944
2025-02-20 13:00:00+00:00,97491.8671875,97498.53125,97437.1640625,97437.1640625,0
2025-02-20 13:05:00+00:00,97467.3203125,97481.7421875,97448.171875,97448.171875,51515392
2025-02-20 13:10:00+00:00,97435.15625,97435.15625,97419.3515625,97419.3515625,0
2025-02-20 13:15:00+00:00,97390.0546875,97420.3515625,97390.0546875,97420.3515625,14276608
2025-02-20 13:20:00+00:00,97373.7734375,97401.0390625,97365.984375,97401.0390625,0
2025-02-20 13:25:00+00:00,97422.1171875,97422.1171875,97384.859375,97384.859375,767739904
2025-02-20 13:30:00+00:00,97494.0625,97497.5625,97415.7421875,97415.7421875,30740480
2025-02-20 13:35:00+00:00,97406.1953125,97479.4375,97406.1953125,97479.4375,8683520
2025-02-20 13:40:00+00:00,97336.90625,97336.90625,97303.0859375,97304.8203125,0
2025-02-20 13:45:00+00:00,97420.5,97423.2109375,97400.1640625,97400.1640625,0
2025-02-20 13:50:00+00:00,97418.1328125,97444.9296875,97416.09375,97416.09375,8366080
2025-02-20 13:55:00+00:00,97546.59375,97546.59375,97451.796875,97451.796875,33650688
2025-02-20 14:00:00+00:00,97617.828125,97617.828125,97548.0390625,97567.1796875,0
2025-02-20 14:05:00+00:00,97721.96875,97721.96875,97673.0859375,97699.09375,0
2025-02-20 14:10:00+00:00,97742.3125,97742.3125,97693.921875,97730.015625,94281728
2025-02-20 14:15:00+00:00,97825.3828125,97825.3828125,97745.375,97780.25,141682688
2025-02-20 14:20:00+00:00,97898.6796875,97972.484375,97868.796875,97868.796875,700272640
2025-02-20 14:25:00+00:00,97828.6875,97852.953125,97805.15625,97805.15625,296230912
2025-02-20 14:30:00+00:00,97996.8515625,97996.8515625,97811.546875,97811.546875,0
2025-02-20 14:35:00+00:00,97892.0,98037.09375,97887.359375,98001.9921875,133703680
2025-02-20 14:40:00+00:00,97854.09375,97946.7734375,97854.09375,97946.7734375,0
2025-02-20 14:45:00+00:00,97481.390625,97645.671875,97481.390625,97645.671875,0
2025-02-20 14:50:00+00:00,97114.515625,97438.671875,97114.515625,97393.03125,0
2025-02-20 14:55:00+00:00,97054.9765625,97075.3515625,96958.65625,97075.3515625,593672192
2025-02-20 15:00:00+00:00,97091.4609375,97091.4609375,96910.5,96973.6640625,817356800
2025-02-20 15:05:00+00:00,96996.140625,97215.96875,96996.140625,97187.84375,0
2025-02-20 15:10:00+00:00,97178.2265625,97178.2265625,97029.9375,97029.9375,0
2025-02-20 15:15:00+00:00,97228.4375,97228.4375,97162.0625,97162.0625,0
2025-02-20 15:20:00+00:00,97062.9140625,97236.5625,97062.9140625,97236.5625,1020557312
2025-02-20 15:25:00+00:00,97061.3671875,97079.2109375,97050.125,97079.2109375,0
2025-02-20 15:30:00+00:00,97148.3671875,97161.625,97061.3671875,97061.3671875,757526528
2025-02-20 15:35:00+00:00,97130.953125,97148.3671875,97121.4453125,97148.3671875,0
2025-02-20 15:40:00+00:00,97313.1328125,97313.1328125,97196.3984375,97196.65625,90726400
2025-02-20 15:45:00+00:00,97186.2265625,97226.8046875,97158.0,97226.8046875,57686016
2025-02-20 15:50:00+00:00,97034.6015625,97103.0078125,97027.375,97103.0078125,0
2025-02-20 15:55:00+00:00,96919.6640625,97027.9296875,96900.9296875,97027.9296875,78426112
2025-02-20 16:00:00+00:00,97000.625,97023.0859375,96908.984375,96908.984375,43612160
2025-02-20 16:05:00+00:00,97196.7734375,97196.7734375,96989.2890625,96989.2890625,797587456
2025-02-20 16:10:00+00:00,97543.7734375,97661.4296875,97444.7265625,97444.7265625,0
2025-02-20 16:15:00+00:00,97469.671875,97469.671875,97431.6484375,97446.171875,137439232
2025-02-20 16:20:00+00:00,97560.3828125,97605.6640625,97519.0703125,97519.0703125,0
2025-02-20 16:25:00+00:00,97648.953125,97648.953125,97600.125,97618.78125,533944320
2025-02-20 16:30:00+00:00,97629.078125,97730.671875,97629.078125,97693.4765625,828372992
2025-02-20 16:35:00+00:00,97623.21875,97665.3359375,97600.0625,97626.7109375,54208512
2025-02-20 16:40:00+00:00,97906.5234375,97955.34375,97861.21875,97861.21875,111534080
2025-02-20 16:45:00+00:00,97733.234375,97930.3203125,97733.234375,97930.3203125,0
2025-02-20 16:50:00+00:00,97742.6328125,97817.921875,97742.6328125,97747.1484375,889694208
2025-02-20 16:55:00+00:00,97556.765625,97671.1953125,97556.765625,97671.1953125,0
2025-02-20 17:00:00+00:00,97732.5546875,97732.5546875,97555.34375,97555.34375,218036224
2025-02-20 17:05:00+00:00,97737.21875,97757.8984375,97737.21875,97757.8984375,0
2025-02-20 17:10:00+00:00,97755.5703125,97755.5703125,97640.4375,97640.4375,33546240
2025-02-20 17:15:00+00:00,97932.09375,97932.09375,97755.5859375,97755.5859375,0
2025-02-20 17:20:00+00:00,97893.1875,97929.5546875,97893.1875,97929.5546875,1305696256
2025-02-20 17:25:00+00:00,97879.1640625,97902.015625,97879.1640625,97897.5859375,50917376
2025-02-20 17:30:00+00:00,97914.171875,97917.7734375,97876.5859375,97896.2265625,46354432
2025-02-20 17:35:00+00:00,97918.4375,97981.3203125,97918.4375,97925.28125,633714688
2025-02-20 17:40:00+00:00,97942.640625,97956.0703125,97885.9765625,97885.9765625,206790656
2025-02-20 17:45:00+00:00,97929.171875,97929.1953125,97916.328125,97929.1953125,745472
2025-02-20 17:50:00+00:00,97979.5625,97979.5625,97938.90625,97967.078125,35205120
2025-02-20 17:55:00+00:00,98005.625,98005.625,97970.9140625,97983.75,0
2025-02-20 18:00:00+00:00,98239.625,98239.625,97990.8671875,97990.8671875,141893632
2025-02-21 12:00:00+00:00,98652.15625,98660.9296875,98647.53125,98656.6953125,0
2025-02-21 12:05:00+00:00,98578.8046875,98653.453125,98578.8046875,98653.453125,53878784
2025-02-21 12:10:00+00:00,98587.640625,98587.640625,98559.0546875,98567.8984375,0
2025-02-21 12:15:00+00:00,98771.4140625,98775.1328125,98719.515625,98719.515625,0
2025-02-21 12:20:00+00:00,98813.71875,98866.2890625,98756.375,98756.375,48109568
2025-02-21 12:25:00+00:00,98860.8828125,98860.8828125,98783.671875,98783.671875,0
2025-02-21 12:30:00+00:00,98894.546875,98894.546875,98881.390625,98881.390625,281157632
2025-02-21 12:35:00+00:00,98885.1875,98901.2890625,98885.1875,98897.15625,77400064
2025-02-21 12:40:00+00:00,98802.7578125,98865.7578125,98793.09375,98865.7578125,759615488
2025-02-21 12:45:00+00:00,98907.1640625,98907.2421875,98810.0078125,98810.0078125,0
2025-02-21 12:50:00+00:00,98976.8515625,98976.8515625,98900.21875,98900.21875,88457216
2025-02-21 12:55:00+00:00,98944.734375,98953.578125,98917.0859375,98953.578125,83206144
2025-02-21 13:00:00+00:00,98844.078125,99024.0546875,98844.078125,98927.8984375,551041024
2025-02-21 13:05:00+00:00,99198.53125,99229.8671875,99165.8125,99195.8828125,0
2025-02-21 13:10:00+00:00,99329.3828125,99404.2421875,99329.3828125,99349.7421875,347127808
2025-02-21 13:15:00+00:00,99203.484375,99349.6171875,99203.484375,99349.6171875,107636736
2025-02-21 13:20:00+00:00,99136.3359375,99157.2109375,99120.15625,99157.2109375,0
2025-02-21 13:25:00+00:00,99229.890625,99229.890625,99168.234375,99199.9453125,601307136
2025-02-21 13:30:00+00:00,99328.890625,99328.890625,99241.5625,99241.5625,0
2025-02-21 13:35:00+00:00,99423.4375,99426.546875,99377.5546875,99377.5546875,494428160
2025-02-21 13:40:00+00:00,99376.1484375,99428.1953125,99361.890625,99428.1953125,134313984
2025-02-21 13:45:00+00:00,99473.7265625,99473.7265625,99378.328125,99378.328125,631691264
2025-02-21 13:50:00+00:00,99387.125,99420.3046875,99387.125,99420.3046875,300646400
2025-02-21 13:55:00+00:00,99392.0,99411.5546875,99382.90625,99411.5546875,128073728
2025-02-21 14:00:00+00:00,99277.609375,99392.78125,99277.609375,99374.125,0
2025-02-21 14:05:00+00:00,99167.1171875,99278.5234375,99167.1171875,99267.3359375,0
2025-02-21 14:10:00+00:00,99126.1484375,99153.15625,99114.390625,99153.15625,38490112
2025-02-21 14:15:00+00:00,99220.90625,99220.90625,99136.4453125,99141.625,567169024
2025-02-21 14:20:00+00:00,99012.7109375,99197.265625,99012.7109375,99197.265625,48640000
2025-02-21 14:25:00+00:00,99106.5546875,99106.5546875,99006.6953125,99006.6953125,0
2025-02-21 14:30:00+00:00,98777.5859375,99101.9921875,98777.5859375,99101.9921875,0
2025-02-21 14:35:00+00:00,98569.265625,98797.546875,98569.265625,98789.2421875,181798912
2025-02-21 14:40:00+00:00,98568.15625,98575.609375,98456.515625,98456.515625,0
2025-02-21 14:45:00+00:00,98957.140625,98970.25,98694.921875,98694.921875,1131405312
2025-02-21 14:50:00+00:00,98863.6015625,98863.6015625,98647.4296875,98813.7109375,0
2025-02-21 14:55:00+00:00,98839.71875,98848.0859375,98773.7734375,98848.0859375,0
2025-02-21 15:00:00+00:00,98962.859375,98962.859375,98726.796875,98809.140625,1133707264
2025-02-21 15:05:00+00:00,98977.703125,99144.265625,98977.703125,99144.265625,974088192
2025-02-21 15:10:00+00:00,99212.53125,99273.140625,99166.09375,99166.09375,0
2025-02-21 15:15:00+00:00,99243.4609375,99293.9765625,99184.25,99195.046875,11649024
2025-02-21 15:20:00+00:00,98398.8984375,99204.625,98398.8984375,99204.625,0
2025-02-21 15:25:00+00:00,98180.09375,98308.25,97783.203125,98308.25,0
2025-02-21 15:30:00+00:00,97695.1171875,98234.9453125,97695.1171875,98234.9453125,570980352
2025-02-21 15:35:00+00:00,97527.5234375,97789.578125,97492.953125,97789.578125,324679680
2025-02-21 15:40:00+00:00,97269.3359375,97482.234375,97269.3359375,97482.234375,1848799232
2025-02-21 15:45:00+00:00,97916.6640625,98025.6328125,97759.921875,97759.921875,415727616
2025-02-21 15:50:00+00:00,98261.3671875,98261.3671875,97792.03125,97792.03125,0
2025-02-21 15:55:00+00:00,98071.1015625,98169.390625,98043.6015625,98169.390625,509251584
2025-02-21 16:00:00+00:00,97919.140625,98162.890625,97919.140625,98107.578125,0
2025-02-21 16:05:00+00:00,97956.0234375,98053.234375,97891.1640625,98053.234375,4187828224
2025-02-21 16:10:00+00:00,98350.78125,98350.78125,97908.09375,97908.09375,0
2025-02-21 16:15:00+00:00,98659.265625,98659.265625,98503.8125,98619.5234375,525025280
2025-02-21 16:20:00+00:00,98698.234375,98756.734375,98556.5,98556.5,37974016
2025-02-21 16:25:00+00:00,98368.640625,98526.8671875,98368.640625,98526.8671875,530223104
2025-02-21 16:30:00+00:00,98350.03125,98350.03125,98228.890625,98310.828125,203087872
2025-02-21 16:35:00+00:00,98419.3828125,98446.09375,98321.4375,98446.09375,962678784
2025-02-21 16:40:00+00:00,98492.078125,98643.4609375,98492.078125,98575.15625,0
2025-02-21 16:45:00+00:00,98251.1484375,98413.359375,98251.1484375,98413.359375,188911616
2025-02-21 16:50:00+00:00,98289.2734375,98289.2734375,98203.0,98224.6640625,85921792
2025-02-21 16:55:00+00:00,98245.6640625,98245.6640625,98167.8828125,98167.8828125,59088896
2025-02-21 17:00:00+00:00,98321.296875,98321.296875,98207.359375,98229.265625,14426112
2025-02-21 17:05:00+00:00,98215.5625,98401.9375,98215.5625,98334.203125,0
2025-02-21 17:10:00+00:00,98022.4140625,98022.4140625,98016.90625,98016.90625,133812224
2025-02-21 17:15:00+00:00,98106.5546875,98106.5546875,97968.0703125,97994.3828125,628199424
2025-02-21 17:20:00+00:00,97967.4921875,98015.3125,97857.6015625,98015.3125,0
2025-02-21 17:25:00+00:00,97926.9140625,98128.28125,97926.9140625,98028.7734375,145612800
2025-02-21 17:30:00+00:00,97763.125,97934.6484375,97763.125,97934.6484375,0
2025-02-21 17:35:00+00:00,97363.359375,97645.1796875,97361.7109375,97645.1796875,619597824
2025-02-21 17:40:00+00:00,97278.8828125,97302.875,97209.078125,97209.3203125,342933504
2025-02-21 17:45:00+00:00,97110.078125,97147.796875,96967.1171875,97147.796875,548855808
2025-02-21 17:50:00+00:00,96973.4921875,97037.90625,96885.609375,97037.90625,20152320
2025-02-21 17:55:00+00:00,97009.53125,97087.6875,96955.8984375,97056.515625,359821312
2025-02-21 18:00:00+00:00,96912.3984375,96968.1171875,96877.796875,96968.1171875,699215872
